Time,Vision_Dist,Vision_Geo,Vision_Width,Vicon_Dist,Dist_Err,Vision_Ang,Vicon_Ang,Ang_Err,Target_Type,Vision_Class,Cam_ID
1766066235.6420813,0.7200,0.2700,1.0200,1.0449,-0.3249,338.1300,-23.6239,1.7539,CAR ,2,4
1766066235.6959739,0.7300,0.2600,1.0400,1.0373,-0.3073,339.0300,-22.5047,1.5347,CAR ,2,4
1766066235.7586055,0.7100,0.2600,1.0200,1.0291,-0.3191,340.1600,-21.2566,1.4166,CAR ,2,4
1766066235.831685,0.7100,0.2700,1.0000,1.0187,-0.3087,341.0800,-19.5341,0.6141,CAR ,2,4
1766066235.9024212,0.7000,0.2700,0.9900,1.0093,-0.3093,342.4400,-17.9685,0.4085,CAR ,2,4
1766066235.9598722,0.6900,0.2700,0.9700,1.0018,-0.3118,343.7300,-16.7803,0.5103,CAR ,2,4
1766066236.0104058,1.0500,-1.0000,1.0500,1.0799,-0.0299,333.7900,-29.7884,3.5784,BALL,6,4
1766066236.0845082,0.6900,0.2600,0.9900,0.9861,-0.2961,346.3200,-14.5126,0.8326,CAR ,2,4
1766066236.1384888,0.6800,0.2600,0.9600,0.9792,-0.2992,347.3900,-13.2661,0.6561,CAR ,2,4
1766066236.1901455,0.6700,0.2600,0.9500,0.9723,-0.3023,348.2700,-12.3857,0.6557,CAR ,2,4
1766066236.2477145,0.6600,0.2600,0.9400,0.9643,-0.3043,349.4100,-11.0400,0.4500,CAR ,2,4
1766066236.3036819,0.6700,0.2600,0.9400,0.9570,-0.2870,350.5500,-9.8750,0.4250,CAR ,2,4
1766066236.3595998,0.6700,0.2600,0.9500,0.9495,-0.2795,351.4800,-8.5375,0.0175,CAR ,2,4
1766066236.4167705,0.6700,0.2600,0.9400,0.9424,-0.2724,352.7900,-6.9853,-0.2247,CAR ,2,4
1766066236.4825463,1.0100,-1.0000,1.0100,0.9789,0.0311,340.6100,-20.8424,1.4524,BALL,6,4
1766066236.5389132,0.9700,-1.0000,0.9700,0.9669,0.0031,341.8600,-20.3004,2.1604,BALL,6,4
1766066236.6034148,0.9600,-1.0000,0.9600,0.9517,0.0083,342.5600,-19.9015,2.4615,BALL,6,4
1766066236.6593971,0.6500,0.2500,0.9200,0.9132,-0.2632,357.7200,-2.1194,-0.1606,CAR ,2,4
1766066236.721345,0.6500,0.2500,0.9100,0.9055,-0.2555,358.7100,-1.3007,0.0107,CAR ,2,4
1766066236.775254,0.6400,0.2600,0.8900,0.9005,-0.2605,0.1200,0.4314,-0.3114,CAR ,2,4
1766066236.8316946,0.6400,0.2500,0.9000,0.8953,-0.2553,1.6400,1.0724,0.5676,CAR ,2,4
1766066236.8940928,0.6500,0.2500,0.9100,0.8884,-0.2384,2.7700,3.8538,-1.0838,CAR ,2,4
1766066237.0205753,0.6300,0.2500,0.8800,0.8799,-0.2499,5.9700,6.7677,-0.7977,CAR ,2,4
1766066237.0844474,0.6200,0.2500,0.8700,0.8743,-0.2543,6.6100,8.0208,-1.4108,CAR ,2,4
1766066237.1365147,0.6200,0.2500,0.8600,0.8697,-0.2497,7.9000,9.0997,-1.1997,CAR ,2,4
1766066237.193832,0.6300,0.2500,0.8800,0.8652,-0.2352,9.0400,10.0455,-1.0055,CAR ,2,4
1766066237.3205056,0.6100,0.2500,0.8500,0.8554,-0.2454,11.4400,13.1795,-1.7395,CAR ,2,4
1766066237.3834841,0.6000,0.2500,0.8400,0.8504,-0.2504,12.4000,14.8003,-2.4003,CAR ,2,4
1766066237.4442382,0.6000,0.2400,0.8300,0.8467,-0.2467,13.8400,16.0865,-2.2465,CAR ,2,4
1766066237.5009203,0.6000,0.2500,0.8400,0.8435,-0.2435,15.0400,17.2515,-2.2115,CAR ,2,4
1766066237.6166468,0.6100,0.2500,0.8500,0.8368,-0.2268,17.6400,20.0791,-2.4391,CAR ,2,4
1766066237.6818514,0.6000,0.2500,0.8300,0.8330,-0.2330,18.4400,21.0099,-2.5699,CAR ,2,4
1766066237.7361963,0.6200,0.2500,0.8600,0.8294,-0.2094,19.5500,21.9324,-2.3824,CAR ,2,4
1766066237.7964573,0.6100,0.2500,0.8600,0.8253,-0.2153,20.3400,22.9450,-2.6050,CAR ,2,4
1766066237.8462594,0.6000,0.2500,0.8400,0.8208,-0.2208,21.4500,23.9947,-2.5447,CAR ,2,4
1766066237.923501,0.6100,0.2500,0.8600,0.8152,-0.2052,22.6400,25.2695,-2.6295,CAR ,2,4
1766066237.9783988,0.6100,0.2400,0.8500,0.8108,-0.2008,23.2700,26.1087,-2.8387,CAR ,2,4
1766066238.0342293,0.6300,0.2400,0.8900,0.8069,-0.1769,24.0000,27.0384,-3.0384,CAR ,2,4
1766066238.1070726,0.6400,0.2400,0.9100,0.8022,-0.1622,24.1700,28.2191,-4.0491,CAR ,2,4
1766066238.218663,0.6900,-1.0000,0.6900,0.6799,0.0101,11.8600,11.0906,0.7694,BALL,6,4
1766066238.2782347,0.6900,-1.0000,0.6900,0.6719,0.0181,12.8700,12.2381,0.6319,BALL,6,4
1766066238.328348,0.6700,-1.0000,0.6700,0.6655,0.0045,14.1400,12.8084,1.3316,BALL,6,4
1766066238.395294,0.6600,-1.0000,0.6600,0.6572,0.0028,14.7000,13.3611,1.3389,BALL,6,4
1766066238.5088074,0.6500,-1.0000,0.6500,0.6417,0.0083,15.8500,14.6772,1.1728,BALL,6,4
1766066238.6128228,0.6300,-1.0000,0.6300,0.6289,0.0011,16.7900,15.7858,1.0042,BALL,6,4
1766066238.6729457,0.6300,-1.0000,0.6300,0.6204,0.0096,17.3200,16.3845,0.9355,BALL,6,4
1766066238.7266247,0.6200,-1.0000,0.6200,0.6132,0.0068,17.8300,16.6260,1.2040,BALL,6,4
1766066238.78734,0.6100,-1.0000,0.6100,0.6059,0.0041,18.2300,17.0118,1.2182,BALL,6,4
1766066238.8431697,0.6000,-1.0000,0.6000,0.5998,0.0002,18.4800,17.6329,0.8471,BALL,6,4
1766066238.8941207,0.6000,-1.0000,0.6000,0.5938,0.0062,18.7700,18.0385,0.7315,BALL,6,4
1766066239.0094914,0.5800,-1.0000,0.5800,0.5801,-0.0001,19.7500,18.7291,1.0209,BALL,6,4
1766066239.0609963,0.5800,-1.0000,0.5800,0.5738,0.0062,19.9300,19.3749,0.5551,BALL,6,4
1766066239.122813,0.5700,-1.0000,0.5700,0.5674,0.0026,20.4300,19.8653,0.5647,BALL,6,4
1766066239.1857538,0.5600,-1.0000,0.5600,0.5599,0.0001,20.8700,20.0181,0.8519,BALL,6,4
1766066239.308132,0.5500,-1.0000,0.5500,0.5478,0.0022,21.4100,20.6913,0.7187,BALL,6,4
1766066239.4229944,0.5400,-1.0000,0.5400,0.5352,0.0048,22.0000,21.3429,0.6571,BALL,6,4
1766066239.4846954,0.5400,-1.0000,0.5400,0.5298,0.0102,22.0900,21.6393,0.4507,BALL,6,4
1766066239.5366366,0.5500,-1.0000,0.5500,0.5254,0.0246,22.1500,21.8006,0.3494,BALL,6,4
1766066239.6030755,0.5500,-1.0000,0.5500,0.5195,0.0305,22.1600,22.0041,0.1559,BALL,6,4
1766066239.6568487,0.5500,-1.0000,0.5500,0.5139,0.0361,22.2700,22.3602,-0.0902,BALL,6,4
1766066239.7393858,0.2100,0.2100,3.6500,0.6704,-0.4604,58.1200,43.4373,14.6827,CAR ,2,6
1766066239.804328,0.2100,0.2100,3.4100,0.6663,-0.4563,58.2400,43.7311,14.5089,CAR ,2,6
1766066239.9001029,0.5600,-1.0000,0.5600,0.4939,0.0661,22.4200,22.9735,-0.5535,BALL,6,4
1766066239.9610977,0.5600,-1.0000,0.5600,0.4894,0.0706,22.4500,23.1656,-0.7156,BALL,6,4
1766066240.0260499,0.5600,-1.0000,0.5600,0.4836,0.0764,22.5000,23.6280,-1.1280,BALL,6,4
1766066240.1042995,0.5600,-1.0000,0.5600,0.4775,0.0825,22.5900,23.4460,-0.8560,BALL,6,4
1766066240.1667879,0.2100,0.2100,2.3100,0.6430,-0.4330,59.1200,44.9634,14.1566,CAR ,2,6
1766066240.2200422,0.2100,0.2100,2.3300,0.6404,-0.4304,59.0900,45.1241,13.9659,CAR ,2,6
1766066240.2819424,0.2100,0.2100,2.2600,0.6365,-0.4265,59.1800,45.5827,13.5973,CAR ,2,6
1766066240.3339167,0.2100,0.2100,2.2000,0.6333,-0.4233,59.2700,45.8473,13.4227,CAR ,2,6
1766066240.3925447,0.2100,0.2100,2.1100,0.6291,-0.4191,59.4400,46.0929,13.3471,CAR ,2,6
1766066240.4752173,0.5700,-1.0000,0.5700,0.4514,0.1186,22.6700,24.5202,-1.8502,BALL,6,4
1766066240.533294,0.5700,-1.0000,0.5700,0.4478,0.1222,22.7300,24.5660,-1.8360,BALL,6,4
1766066240.5972288,0.5700,-1.0000,0.5700,0.4440,0.1260,22.7200,24.5177,-1.7977,BALL,6,4
1766066240.6694708,0.2100,0.2100,1.9000,0.6144,-0.4044,59.7300,46.8793,12.8507,CAR ,2,6
1766066240.7258875,0.5700,-1.0000,0.5700,0.4361,0.1339,22.5800,24.6274,-2.0474,BALL,6,4
1766066240.78211,0.5600,-1.0000,0.5600,0.4335,0.1265,22.5400,24.5440,-2.0040,BALL,6,4
1766066240.836879,0.5600,-1.0000,0.5600,0.4300,0.1300,22.4800,24.7651,-2.2851,BALL,6,4
1766066240.8947456,0.5600,-1.0000,0.5600,0.4264,0.1336,22.5300,24.8988,-2.3688,BALL,6,4
1766066240.9565706,0.5700,-1.0000,0.5700,0.4225,0.1475,22.6100,25.0602,-2.4502,BALL,6,4
1766066241.0097878,0.5700,-1.0000,0.5700,0.4195,0.1505,22.6300,25.0078,-2.3778,BALL,6,4
1766066241.063155,0.5700,-1.0000,0.5700,0.4164,0.1536,22.6000,25.0768,-2.4768,BALL,6,4
1766066241.1224272,0.5600,-1.0000,0.5600,0.4139,0.1461,22.5500,25.2179,-2.6679,BALL,6,4
1766066241.1789591,0.5600,-1.0000,0.5600,0.4116,0.1484,22.5400,25.2826,-2.7426,BALL,6,4
1766066241.2369473,0.5600,-1.0000,0.5600,0.4085,0.1515,22.5700,25.0620,-2.4920,BALL,6,4
1766066241.2957916,0.5600,-1.0000,0.5600,0.4057,0.1543,22.4900,24.9267,-2.4367,BALL,6,4
1766066241.346536,0.5600,-1.0000,0.5600,0.4030,0.1570,22.2800,24.9496,-2.6696,BALL,6,4
1766066241.411013,0.2100,0.2100,1.5400,0.5797,-0.3697,60.5500,48.4364,12.1136,CAR ,2,6
1766066241.47586,0.5500,-1.0000,0.5500,0.3966,0.1534,22.1800,25.1647,-2.9847,BALL,6,4
1766066241.5323489,0.2200,0.2200,1.4700,0.5751,-0.3551,60.8100,49.0965,11.7135,CAR ,2,6
1766066241.584745,0.2200,0.2200,1.4400,0.5730,-0.3530,60.9500,49.3123,11.6377,CAR ,2,6
1766066241.6383343,0.5500,-1.0000,0.5500,0.3897,0.1603,22.3400,25.7273,-3.3873,BALL,6,4
1766066241.7110887,0.2300,0.2300,1.3900,0.5678,-0.3378,61.0900,49.8736,11.2164,CAR ,2,6
1766066241.7688186,0.2300,0.2300,1.3600,0.5653,-0.3353,61.1600,49.8214,11.3386,CAR ,2,6
1766066241.8586621,0.5500,-1.0000,0.5500,0.3788,0.1712,22.1500,25.6385,-3.4885,BALL,6,4
1766066241.9212208,0.5500,-1.0000,0.5500,0.3766,0.1734,22.1100,25.7600,-3.6500,BALL,6,4
1766066241.9756958,0.5500,-1.0000,0.5500,0.3748,0.1752,22.1300,25.8220,-3.6920,BALL,6,4
1766066242.034742,0.2200,0.2200,1.3000,0.5565,-0.3365,61.3800,50.2489,11.1311,CAR ,2,6
1766066242.0863574,0.2200,0.2200,1.2500,0.5548,-0.3348,61.5600,50.2517,11.3083,CAR ,2,6
1766066242.1365583,0.2100,0.2100,1.2400,0.5530,-0.3430,61.6300,50.4443,11.1857,CAR ,2,6
1766066242.211062,0.2100,0.2100,1.2300,0.5501,-0.3401,61.6700,50.4914,11.1786,CAR ,2,6
1766066242.285664,0.5400,-1.0000,0.5400,0.3627,0.1773,22.0100,25.6713,-3.6613,BALL,6,4
1766066242.3358376,0.5400,-1.0000,0.5400,0.3607,0.1793,21.9500,25.7348,-3.7848,BALL,6,4
1766066242.4019978,0.2100,0.2100,1.2000,0.5441,-0.3341,61.8100,50.9032,10.9068,CAR ,2,6
1766066242.4940612,0.5300,-1.0000,0.5300,0.3575,0.1725,21.9800,25.7819,-3.8019,BALL,6,4
1766066242.5548553,0.2000,0.2000,1.1700,0.5406,-0.3406,61.9700,51.0925,10.8775,CAR ,2,6
1766066242.607831,0.2000,0.2000,1.1600,0.5389,-0.3389,62.0200,51.0677,10.9523,CAR ,2,6
1766066242.6981351,0.5300,-1.0000,0.5300,0.3507,0.1793,21.8000,25.7313,-3.9313,BALL,6,4
1766066242.752544,0.2000,0.2000,1.1200,0.5342,-0.3342,62.2200,51.4660,10.7540,CAR ,2,6
1766066242.8067317,0.2000,0.2000,1.1100,0.5326,-0.3326,62.2900,51.4636,10.8264,CAR ,2,6
1766066242.8628976,0.2000,0.2000,1.0900,0.5310,-0.3310,62.3900,51.5001,10.8899,CAR ,2,6
1766066242.9510746,0.5200,-1.0000,0.5200,0.3429,0.1771,21.6300,25.9538,-4.3238,BALL,6,4
1766066243.0063047,0.5200,-1.0000,0.5200,0.3421,0.1779,21.6800,26.0163,-4.3363,BALL,6,4
1766066243.0640123,0.5200,-1.0000,0.5200,0.3412,0.1788,21.7000,25.9438,-4.2438,BALL,6,4
1766066243.1189988,0.5200,-1.0000,0.5200,0.3398,0.1802,21.6900,25.8052,-4.1152,BALL,6,4
1766066243.1776307,0.5200,-1.0000,0.5200,0.3383,0.1817,21.6000,25.7719,-4.1719,BALL,6,4
1766066243.2354202,0.5100,-1.0000,0.5100,0.3368,0.1732,21.5700,25.8589,-4.2889,BALL,6,4
1766066243.287944,0.5100,-1.0000,0.5100,0.3354,0.1746,21.5500,25.7810,-4.2310,BALL,6,4
1766066243.3387837,0.1900,0.1900,1.0600,0.5214,-0.3314,62.5800,52.0906,10.4894,CAR ,2,6
1766066243.4313056,0.5100,-1.0000,0.5100,0.3314,0.1786,21.4500,25.8224,-4.3724,BALL,6,4
1766066243.4826052,0.5100,-1.0000,0.5100,0.3301,0.1799,21.4300,25.8811,-4.4511,BALL,6,4
1766066243.5425892,0.1900,0.1900,1.0400,0.5168,-0.3268,62.7100,52.4036,10.3064,CAR ,2,6
1766066243.6304762,0.5100,-1.0000,0.5100,0.3265,0.1835,21.3800,26.0324,-4.6524,BALL,6,4
1766066243.6851242,0.5100,-1.0000,0.5100,0.3249,0.1851,21.3800,26.2355,-4.8555,BALL,6,4
1766066243.7455795,0.1900,0.1900,1.0000,0.5117,-0.3217,63.1900,52.9779,10.2121,CAR ,2,6
1766066243.798317,0.1900,0.1900,0.9900,0.5102,-0.3202,63.2100,52.9563,10.2537,CAR ,2,6
1766066243.859409,0.1900,0.1900,0.9800,0.5085,-0.3185,63.1800,53.1348,10.0452,CAR ,2,6
1766066243.9464138,0.5000,-1.0000,0.5000,0.3165,0.1835,21.2800,26.1472,-4.8672,BALL,6,4
1766066244.0085628,0.1900,0.1900,0.9500,0.5037,-0.3137,63.4300,53.3443,10.0857,CAR ,2,6
1766066244.0638282,0.1900,0.1900,0.9300,0.5020,-0.3120,63.5600,53.1485,10.4115,CAR ,2,6
1766066244.1414447,0.5000,-1.0000,0.5000,0.3094,0.1906,21.0700,25.7386,-4.6686,BALL,6,4
1766066244.2097132,0.4900,-1.0000,0.4900,0.3078,0.1822,21.0400,25.8751,-4.8351,BALL,6,4
1766066244.2658978,0.4900,-1.0000,0.4900,0.3068,0.1832,21.0500,25.8405,-4.7905,BALL,6,4
1766066244.3400722,0.1900,0.1900,0.9200,0.4951,-0.3051,63.7300,53.6605,10.0695,CAR ,2,6
1766066244.4046564,0.1900,0.1900,0.9200,0.4936,-0.3036,63.7700,53.6217,10.1483,CAR ,2,6
1766066244.4579258,0.1900,0.1900,0.8800,0.4922,-0.3022,64.0000,53.7187,10.2813,CAR ,2,6
1766066244.5116992,0.1800,0.1800,0.8800,0.4906,-0.3106,64.0800,53.7929,10.2871,CAR ,2,6
1766066244.565579,0.4800,-1.0000,0.4800,0.2990,0.1810,20.8900,25.7028,-4.8128,BALL,6,4
1766066244.6179361,0.4800,-1.0000,0.4800,0.2972,0.1828,20.8700,25.5503,-4.6803,BALL,6,4
1766066244.6704876,0.4800,-1.0000,0.4800,0.2954,0.1846,20.7700,25.4261,-4.6561,BALL,6,4
1766066244.7253444,0.4800,-1.0000,0.4800,0.2935,0.1865,20.7400,25.4868,-4.7468,BALL,6,4
1766066244.780157,0.4700,-1.0000,0.4700,0.2920,0.1780,20.6200,25.4659,-4.8459,BALL,6,4
1766066244.8374095,0.1900,0.1900,0.8900,0.4824,-0.2924,63.9900,54.1922,9.7978,CAR ,2,6
1766066244.8926048,0.1900,0.1900,0.8800,0.4813,-0.2913,64.0900,54.3776,9.7124,CAR ,2,6
1766066244.9479666,0.1900,0.1900,0.8700,0.4804,-0.2904,64.1700,54.3934,9.7766,CAR ,2,6
1766066245.001313,0.1900,0.1900,0.8700,0.4794,-0.2894,64.2000,54.4571,9.7429,CAR ,2,6
1766066245.0599139,0.4700,-1.0000,0.4700,0.2867,0.1833,20.5500,25.5433,-4.9933,BALL,6,4
1766066245.1112661,0.1900,0.1900,0.8500,0.4776,-0.2876,64.3300,54.5969,9.7331,CAR ,2,6
1766066245.1684318,0.4700,-1.0000,0.4700,0.2840,0.1860,20.5100,25.6523,-5.1423,BALL,6,4
1766066245.2224445,0.4700,-1.0000,0.4700,0.2831,0.1869,20.5100,25.6860,-5.1760,BALL,6,4
1766066245.3086302,0.1900,0.1900,0.8400,0.4756,-0.2856,64.4800,54.8580,9.6220,CAR ,2,6
1766066245.3650491,0.1900,0.1900,0.8300,0.4756,-0.2856,64.5300,54.8823,9.6477,CAR ,2,6
1766066245.4381676,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4900,25.8442,-5.3542,BALL,6,4
1766066245.4912312,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5100,25.8388,-5.3288,BALL,6,4
1766066245.5724702,0.1900,0.1900,0.8300,0.4756,-0.2856,64.5300,54.9009,9.6291,CAR ,2,6
1766066245.6304948,0.1900,0.1900,0.8300,0.4756,-0.2856,64.5200,54.8871,9.6329,CAR ,2,6
1766066245.7236605,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5100,25.8306,-5.3206,BALL,6,4
1766066245.7880576,0.1800,0.1800,0.8300,0.4756,-0.2956,64.5500,54.9057,9.6443,CAR ,2,6
1766066245.8967576,0.1800,0.1800,0.8300,0.4756,-0.2956,64.5400,54.8973,9.6427,CAR ,2,6
1766066245.9497411,0.1800,0.1800,0.8300,0.4756,-0.2956,64.5500,54.8923,9.6577,CAR ,2,6
1766066246.0058942,0.1800,0.1800,0.8300,0.4756,-0.2956,64.5600,54.8883,9.6717,CAR ,2,6
1766066246.074332,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5200,25.8344,-5.3144,BALL,6,4
1766066246.134449,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5200,25.8423,-5.3223,BALL,6,4
1766066246.1961272,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5200,25.8494,-5.3294,BALL,6,4
1766066246.2484388,0.1800,0.1800,0.8300,0.4756,-0.2956,64.5700,54.8865,9.6835,CAR ,2,6
1766066246.3017006,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5200,25.8392,-5.3192,BALL,6,4
1766066246.3549306,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5300,25.8317,-5.3017,BALL,6,4
1766066246.407116,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5200,25.8379,-5.3179,BALL,6,4
1766066246.4592474,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5200,25.8349,-5.3149,BALL,6,4
1766066246.5116892,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5100,25.8499,-5.3399,BALL,6,4
1766066246.5717347,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5200,25.8602,-5.3402,BALL,6,4
1766066246.6254895,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5200,25.8358,-5.3158,BALL,6,4
1766066246.6769152,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5300,25.8342,-5.3042,BALL,6,4
1766066246.7358158,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5300,25.8527,-5.3227,BALL,6,4
1766066246.7946362,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5200,25.8411,-5.3211,BALL,6,4
1766066246.8981884,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5300,25.8172,-5.2872,BALL,6,4
1766066246.9537284,0.1800,0.1800,0.8300,0.4757,-0.2957,64.5300,54.9027,9.6273,CAR ,2,6
1766066247.0171475,0.1900,0.1900,0.8300,0.4756,-0.2856,64.5500,54.8754,9.6746,CAR ,2,6
1766066247.0698864,0.1800,0.1800,0.8300,0.4756,-0.2956,64.5100,54.8880,9.6220,CAR ,2,6
1766066247.1305652,0.1800,0.1800,0.8300,0.4757,-0.2957,64.5400,54.8856,9.6544,CAR ,2,6
1766066247.203395,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5300,25.8188,-5.2888,BALL,6,4
1766066247.257759,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5200,25.8388,-5.3188,BALL,6,4
1766066247.3326395,0.1800,0.1800,0.8300,0.4756,-0.2956,64.5500,54.8935,9.6565,CAR ,2,6
1766066247.4073117,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5300,25.8358,-5.3058,BALL,6,4
1766066247.4616542,0.4700,-1.0000,0.4700,0.2827,0.1873,20.5200,25.8296,-5.3096,BALL,6,4
1766066247.530255,0.1900,0.1900,0.8300,0.4756,-0.2856,64.5400,54.8979,9.6421,CAR ,2,6
1766066247.5903504,0.1900,0.1900,0.8300,0.4757,-0.2857,64.5400,54.8962,9.6438,CAR ,2,6
