Time,Vision_Dist,Vision_Geo,Vision_Width,Vicon_Dist,Dist_Err,Vision_Ang,Vicon_Ang,Ang_Err,Target_Type,Vision_Class,Cam_ID
1766066059.0373137,0.9600,0.2700,1.4200,1.2247,-0.2647,331.0300,-34.7515,5.7815,CAR ,2,4
1766066059.0990775,0.9000,0.2600,1.3300,1.2141,-0.3141,331.3400,-33.5939,4.9339,CAR ,2,4
1766066059.1552272,0.8500,0.2400,1.2500,1.2038,-0.3538,331.7800,-32.6629,4.4429,CAR ,2,4
1766066059.2093663,0.8000,0.2500,1.1700,1.1944,-0.3944,332.2900,-31.8531,4.1431,CAR ,2,4
1766066059.2644498,0.7900,0.2500,1.1500,1.1859,-0.3959,332.9700,-31.0650,4.0350,CAR ,2,4
1766066059.3322158,0.7800,0.2500,1.1400,1.1746,-0.3946,333.7600,-29.8286,3.5886,CAR ,2,4
1766066059.4004397,0.7900,0.2700,1.1300,1.1632,-0.3732,334.4600,-28.6312,3.0912,CAR ,2,4
1766066059.451781,0.7800,0.2600,1.1300,1.1552,-0.3752,335.2400,-27.8487,3.0887,CAR ,2,4
1766066059.5063655,0.7900,0.2700,1.1300,1.1465,-0.3565,336.0400,-26.9591,2.9991,CAR ,2,4
1766066059.5644948,0.7800,0.2700,1.1200,1.1382,-0.3582,336.7000,-26.0359,2.7359,CAR ,2,4
1766066059.6260018,0.7600,0.2700,1.0900,1.1282,-0.3682,337.5000,-24.9129,2.4129,CAR ,2,4
1766066059.6803546,0.7700,0.2700,1.1100,1.1200,-0.3500,338.4400,-23.7152,2.1552,CAR ,2,4
1766066059.7397742,0.7700,0.2700,1.1000,1.1115,-0.3415,339.4800,-22.6311,2.1111,CAR ,2,4
1766066059.8020022,0.7700,0.2700,1.1000,1.1040,-0.3340,340.1400,-21.2411,1.3811,CAR ,2,4
1766066059.8633912,0.7500,0.2600,1.0800,1.0965,-0.3465,340.9200,-19.9429,0.8629,CAR ,2,4
1766066059.92528,0.7400,0.2600,1.0600,1.0878,-0.3478,342.3800,-18.8520,1.2320,CAR ,2,4
1766066060.0351071,0.7300,0.2600,1.0400,1.0719,-0.3419,344.5500,-17.1809,1.7309,CAR ,2,4
1766066060.092363,0.7200,0.2700,1.0200,1.0638,-0.3438,344.9200,-16.1246,1.0446,CAR ,2,4
1766066060.1493797,0.7200,0.2600,1.0200,1.0557,-0.3357,345.8600,-15.1017,0.9617,CAR ,2,4
1766066060.2121828,0.7100,0.2600,1.0200,1.0473,-0.3373,347.0800,-14.1431,1.2231,CAR ,2,4
1766066060.2652488,0.7100,0.2500,1.0100,1.0393,-0.3293,347.6000,-13.0210,0.6210,CAR ,2,4
1766066060.3303885,0.7100,0.2500,1.0100,1.0301,-0.3201,348.2600,-11.5879,-0.1521,CAR ,2,4
1766066060.3883672,0.7000,0.2600,1.0000,1.0237,-0.3237,349.3400,-10.2371,-0.4229,CAR ,2,4
1766066060.4439652,0.6900,0.2600,0.9800,1.0175,-0.3275,351.0600,-8.6382,-0.3018,CAR ,2,4
1766066060.5105424,0.6900,0.2600,0.9800,1.0100,-0.3200,352.7100,-7.3660,0.0760,CAR ,2,4
1766066060.564953,0.7000,0.2700,0.9900,1.0030,-0.3030,353.7600,-6.2629,0.0229,CAR ,2,4
1766066060.6247432,0.7000,0.2600,0.9900,0.9947,-0.2947,354.9400,-5.3855,0.3255,CAR ,2,4
1766066060.7265434,0.6900,0.2600,0.9700,0.9811,-0.2911,357.3200,-3.6188,0.9388,CAR ,2,4
1766066060.7896225,0.6900,0.2600,0.9800,0.9727,-0.2827,358.0400,-1.8679,-0.0921,CAR ,2,4
1766066060.84456,0.6800,0.2600,0.9500,0.9661,-0.2861,359.2100,-1.1839,0.3939,CAR ,2,4
1766066060.9030263,0.6800,0.2600,0.9600,0.9587,-0.2787,0.4900,0.7955,-0.3055,CAR ,2,4
1766066060.9623687,0.6700,0.2600,0.9500,0.9507,-0.2807,1.5200,1.1832,0.3368,CAR ,2,4
1766066061.0261846,0.6700,0.2600,0.9400,0.9429,-0.2729,2.4500,2.3231,0.1269,CAR ,2,4
1766066061.0943859,0.6600,0.2600,0.9200,0.9355,-0.2755,3.5800,3.6607,-0.0807,CAR ,2,4
1766066061.1568475,0.6700,0.2500,0.9400,0.9287,-0.2587,5.1600,6.1020,-0.9420,CAR ,2,4
1766066061.2109237,0.6500,0.2600,0.9100,0.9228,-0.2728,6.4200,7.1587,-0.7387,CAR ,2,4
1766066061.2644353,0.6500,0.2600,0.9200,0.9163,-0.2663,7.7600,8.6477,-0.8877,CAR ,2,4
1766066061.3403273,0.6500,0.2500,0.9200,0.9102,-0.2602,9.5600,10.7061,-1.1461,CAR ,2,4
1766066061.3919668,0.6500,0.2500,0.9200,0.9066,-0.2566,10.4300,11.7885,-1.3585,CAR ,2,4
1766066061.4456491,0.6500,0.2600,0.9100,0.9030,-0.2530,11.8000,12.9365,-1.1365,CAR ,2,4
1766066061.5062075,0.6600,0.2600,0.9300,0.8990,-0.2390,12.9600,14.1450,-1.1850,CAR ,2,4
1766066061.564369,0.6500,0.2600,0.9100,0.8943,-0.2443,13.8100,15.2103,-1.4003,CAR ,2,4
1766066061.6242044,0.6400,0.2600,0.8900,0.8892,-0.2492,14.6700,15.9995,-1.3295,CAR ,2,4
1766066061.6790438,0.6300,0.2600,0.8800,0.8848,-0.2548,15.5300,17.0117,-1.4817,CAR ,2,4
1766066061.739993,0.6400,0.2500,0.8900,0.8801,-0.2401,16.6700,18.8458,-2.1758,CAR ,2,4
1766066061.7941778,0.6200,0.2600,0.8600,0.8762,-0.2562,17.5100,19.6176,-2.1076,CAR ,2,4
1766066061.855555,0.6300,0.2600,0.8700,0.8723,-0.2423,18.7700,20.5805,-1.8105,CAR ,2,4
1766066061.9131768,0.6400,0.2600,0.8900,0.8686,-0.2286,19.7700,21.5153,-1.7453,CAR ,2,4
1766066061.9643059,0.6200,0.2600,0.8700,0.8648,-0.2448,20.7400,22.1508,-1.4108,CAR ,2,4
1766066062.0302787,0.6400,0.2600,0.8900,0.8593,-0.2193,21.2500,23.6851,-2.4351,CAR ,2,4
1766066062.0798147,0.7800,-1.0000,0.7800,0.7610,0.0190,7.5200,6.9117,0.6083,BALL,6,4
1766066062.138009,0.6200,0.2600,0.8600,0.8498,-0.2298,23.1600,25.7510,-2.5910,CAR ,2,4
1766066062.1927793,0.6200,0.2600,0.8600,0.8455,-0.2255,23.7700,26.7016,-2.9316,CAR ,2,4
1766066062.2445476,0.6500,0.2500,0.9100,0.8412,-0.1912,24.2100,27.8250,-3.6150,CAR ,2,4
1766066062.3055735,0.6800,0.2500,0.9700,0.8369,-0.1569,24.7100,28.9014,-4.1914,CAR ,2,4
1766066062.3611517,0.7100,0.2400,1.0300,0.8335,-0.1235,25.1600,29.8985,-4.7385,CAR ,2,4
1766066062.4172506,0.7400,0.2400,1.0800,0.8295,-0.0895,25.4800,30.7613,-5.2813,CAR ,2,4
1766066062.4709616,0.8000,0.2400,1.1800,0.8242,-0.0242,26.0400,31.2703,-5.2303,CAR ,2,4
1766066062.5316093,0.2400,0.2400,1.2400,0.8187,-0.5787,26.3100,31.6058,-5.2958,CAR ,2,4
1766066062.593507,0.2400,0.2400,1.2700,0.8123,-0.5723,26.4500,32.0042,-5.5542,CAR ,2,4
1766066062.650443,0.2400,0.2400,1.3100,0.8056,-0.5656,26.6600,32.6353,-5.9753,CAR ,2,4
1766066062.7066572,0.2400,0.2400,1.3400,0.8005,-0.5605,26.7700,33.0639,-6.2939,CAR ,2,4
1766066062.7607927,0.2400,0.2400,1.3800,0.7944,-0.5544,26.9200,33.5311,-6.6111,CAR ,2,4
1766066062.8174205,0.2400,0.2400,1.4000,0.7884,-0.5484,26.9300,33.9012,-6.9712,CAR ,2,4
1766066062.929691,0.2300,0.2300,1.5700,0.7780,-0.5480,27.5100,35.2642,-7.7542,CAR ,2,4
1766066062.9790928,0.2400,0.2400,1.6600,0.7724,-0.5324,27.7700,35.7990,-8.0290,CAR ,2,4
1766066063.0339482,0.2300,0.2300,1.7700,0.7671,-0.5371,28.0200,36.4139,-8.3939,CAR ,2,4
1766066063.0948114,0.2300,0.2300,1.8100,0.7630,-0.5330,28.1100,36.7382,-8.6282,CAR ,2,4
1766066063.2051039,0.2300,0.2300,2.0500,0.7512,-0.5212,28.5400,37.7942,-9.2542,CAR ,2,4
1766066063.256915,0.6000,-1.0000,0.6000,0.5989,0.0011,19.7500,19.1248,0.6252,BALL,6,4
1766066063.306975,0.5900,-1.0000,0.5900,0.5934,-0.0034,20.0800,19.6830,0.3970,BALL,6,4
1766066063.3751342,0.2300,0.2300,2.4200,0.7361,-0.5061,29.0700,39.2737,-10.2037,CAR ,2,4
1766066063.4275186,0.2200,0.2200,2.6300,0.7314,-0.5114,29.1900,39.5672,-10.3772,CAR ,2,4
1766066063.4796567,0.2200,0.2200,2.8900,0.7266,-0.5066,29.4900,40.0608,-10.5708,CAR ,2,4
1766066063.5525594,0.2200,0.2200,2.9900,0.7209,-0.5009,29.5800,40.5628,-10.9828,CAR ,2,4
1766066063.6058335,0.2100,0.2100,3.1000,0.7164,-0.5064,29.6800,40.7090,-11.0290,CAR ,2,4
1766066063.662661,0.2100,0.2100,4.6000,0.7119,-0.5019,30.3500,40.7755,-10.4255,CAR ,2,4
1766066063.7137506,0.5600,-1.0000,0.5600,0.5507,0.0093,21.9900,21.6627,0.3273,BALL,6,4
1766066063.781979,0.5600,-1.0000,0.5600,0.5439,0.0161,22.2700,22.0888,0.1812,BALL,6,4
1766066063.834183,0.5600,-1.0000,0.5600,0.5392,0.0208,22.4600,22.1915,0.2685,BALL,6,4
1766066063.8920302,0.5600,-1.0000,0.5600,0.5332,0.0268,22.5300,22.2321,0.2979,BALL,6,4
1766066063.989718,0.2100,0.2100,4.0800,0.6859,-0.4759,57.9100,43.1212,14.7888,CAR ,2,6
1766066064.0437515,0.2100,0.2100,3.7000,0.6818,-0.4718,58.1300,43.2516,14.8784,CAR ,2,6
1766066064.1003344,0.2100,0.2100,3.5200,0.6774,-0.4674,58.1900,43.3987,14.7913,CAR ,2,6
1766066064.185659,0.5600,-1.0000,0.5600,0.5061,0.0539,22.5500,23.4237,-0.8737,BALL,6,4
1766066064.2384965,0.5700,-1.0000,0.5700,0.5019,0.0681,22.7200,23.3696,-0.6496,BALL,6,4
1766066064.2936556,0.5700,-1.0000,0.5700,0.4969,0.0731,22.7600,23.4008,-0.6408,BALL,6,4
1766066064.3449712,0.5700,-1.0000,0.5700,0.4923,0.0777,22.6800,23.5344,-0.8544,BALL,6,4
1766066064.3999417,0.5700,-1.0000,0.5700,0.4876,0.0824,22.6500,23.8132,-1.1632,BALL,6,4
1766066064.4876833,0.2200,0.2200,2.4700,0.6501,-0.4301,59.0100,45.0246,13.9854,CAR ,2,6
1766066064.5597982,0.5800,-1.0000,0.5800,0.4756,0.1044,22.7800,23.7555,-0.9755,BALL,6,4
1766066064.6399245,0.2200,0.2200,2.3600,0.6402,-0.4202,59.0600,45.6270,13.4330,CAR ,2,6
1766066064.698811,0.2200,0.2200,2.3100,0.6364,-0.4164,59.1900,45.9722,13.2178,CAR ,2,6
1766066064.7545867,0.2200,0.2200,2.2000,0.6328,-0.4128,59.4100,45.9900,13.4200,CAR ,2,6
1766066064.8241904,0.2200,0.2200,2.1300,0.6284,-0.4084,59.4700,46.0272,13.4428,CAR ,2,6
1766066064.8952646,0.5600,-1.0000,0.5600,0.4505,0.1095,22.4700,24.5187,-2.0487,BALL,6,4
1766066064.9742298,0.2200,0.2200,2.0600,0.6198,-0.3998,59.6100,46.8196,12.7904,CAR ,2,6
1766066065.0317686,0.2200,0.2200,1.9700,0.6166,-0.3966,59.7300,46.8297,12.9003,CAR ,2,6
1766066065.0876195,0.2200,0.2200,1.9100,0.6135,-0.3935,59.7900,46.8807,12.9093,CAR ,2,6
1766066065.159639,0.5600,-1.0000,0.5600,0.4345,0.1255,22.4200,24.6069,-2.1869,BALL,6,4
1766066065.2397857,0.2200,0.2200,1.7800,0.6057,-0.3857,60.0700,47.6045,12.4655,CAR ,2,6
1766066065.3273425,0.5700,-1.0000,0.5700,0.4243,0.1457,22.5600,25.0416,-2.4816,BALL,6,4
1766066065.3807905,0.5700,-1.0000,0.5700,0.4214,0.1486,22.5900,25.0426,-2.4526,BALL,6,4
1766066065.4386344,0.5600,-1.0000,0.5600,0.4182,0.1418,22.4200,25.0019,-2.5819,BALL,6,4
1766066065.4942694,0.5600,-1.0000,0.5600,0.4148,0.1452,22.4000,25.2536,-2.8536,BALL,6,4
1766066065.567528,0.2200,0.2200,1.5800,0.5903,-0.3703,60.5200,48.4539,12.0661,CAR ,2,6
1766066065.6249275,0.2200,0.2200,1.5100,0.5874,-0.3674,60.7600,48.6211,12.1389,CAR ,2,6
1766066065.687868,0.2300,0.2300,1.4900,0.5850,-0.3550,60.8000,48.4686,12.3314,CAR ,2,6
1766066065.7395134,0.2300,0.2300,1.4700,0.5829,-0.3529,60.8300,48.6122,12.2178,CAR ,2,6
1766066065.7995992,0.2200,0.2200,1.4600,0.5805,-0.3605,60.8300,48.6920,12.1380,CAR ,2,6
1766066065.8494916,0.2300,0.2300,1.4700,0.5789,-0.3489,60.8500,48.5464,12.3036,CAR ,2,6
1766066065.902689,0.5500,-1.0000,0.5500,0.3973,0.1527,22.3500,25.0121,-2.6621,BALL,6,4
1766066065.9611905,0.5500,-1.0000,0.5500,0.3954,0.1546,22.2600,24.9718,-2.7118,BALL,6,4
1766066066.0273244,0.2200,0.2200,1.4500,0.5741,-0.3541,60.8700,48.9119,11.9581,CAR ,2,6
1766066066.0919764,0.5400,-1.0000,0.5400,0.3901,0.1499,22.1200,25.4832,-3.3632,BALL,6,4
1766066066.173847,0.2200,0.2200,1.4500,0.5680,-0.3480,61.0000,49.8061,11.1939,CAR ,2,6
1766066066.230248,0.2200,0.2200,1.4300,0.5654,-0.3454,61.0500,50.0403,11.0097,CAR ,2,6
1766066066.2864234,0.2300,0.2300,1.3900,0.5632,-0.3332,61.2200,50.2936,10.9264,CAR ,2,6
1766066066.338752,0.5500,-1.0000,0.5500,0.3784,0.1716,22.2900,26.2255,-3.9355,BALL,6,4
1766066066.393109,0.5500,-1.0000,0.5500,0.3769,0.1731,22.2900,26.0706,-3.7806,BALL,6,4
1766066066.4511387,0.5500,-1.0000,0.5500,0.3758,0.1742,22.3100,25.7639,-3.4539,BALL,6,4
1766066066.5095541,0.5500,-1.0000,0.5500,0.3750,0.1750,22.1200,25.5219,-3.4019,BALL,6,4
1766066066.5636458,0.5400,-1.0000,0.5400,0.3741,0.1659,21.9900,25.3743,-3.3843,BALL,6,4
1766066066.625152,0.5300,-1.0000,0.5300,0.3731,0.1569,21.9600,25.1085,-3.1485,BALL,6,4
1766066066.6803377,0.5300,-1.0000,0.5300,0.3720,0.1580,21.8000,25.2835,-3.4835,BALL,6,4
1766066066.7672696,0.2200,0.2200,1.3800,0.5543,-0.3343,61.1800,50.5761,10.6039,CAR ,2,6
1766066066.8241205,0.2200,0.2200,1.3200,0.5523,-0.3323,61.5300,51.1646,10.3654,CAR ,2,6
1766066066.8815813,0.5400,-1.0000,0.5400,0.3657,0.1743,22.2400,26.7166,-4.4766,BALL,6,4
1766066066.9366934,0.2100,0.2100,1.2300,0.5493,-0.3393,61.8300,51.2988,10.5312,CAR ,2,6
1766066066.9866796,0.2100,0.2100,1.2100,0.5481,-0.3381,61.7900,51.1511,10.6389,CAR ,2,6
1766066067.0464177,0.2100,0.2100,1.2100,0.5464,-0.3364,61.7400,51.0007,10.7393,CAR ,2,6
1766066067.1252084,0.5400,-1.0000,0.5400,0.3586,0.1814,22.0600,25.9084,-3.8484,BALL,6,4
1766066067.1896365,0.5300,-1.0000,0.5300,0.3566,0.1734,21.9400,25.7722,-3.8322,BALL,6,4
1766066067.2435143,0.2200,0.2200,1.2200,0.5407,-0.3207,61.6900,51.0651,10.6249,CAR ,2,6
1766066067.3024724,0.5200,-1.0000,0.5200,0.3532,0.1668,21.7800,26.1575,-4.3775,BALL,6,4
1766066067.3525567,0.2200,0.2200,1.2000,0.5379,-0.3179,61.8600,51.6220,10.2380,CAR ,2,6
1766066067.422763,0.2100,0.2100,1.1500,0.5356,-0.3256,62.1800,51.7948,10.3852,CAR ,2,6
1766066067.4861474,0.2100,0.2100,1.1300,0.5333,-0.3233,62.2500,51.9236,10.3264,CAR ,2,6
1766066067.535352,0.2100,0.2100,1.1300,0.5316,-0.3216,62.2100,51.9095,10.3005,CAR ,2,6
1766066067.5868618,0.2100,0.2100,1.1100,0.5300,-0.3200,62.2500,52.0042,10.2458,CAR ,2,6
1766066067.6394637,0.2100,0.2100,1.1000,0.5284,-0.3184,62.3200,52.1024,10.2176,CAR ,2,6
1766066067.7078695,0.2100,0.2100,1.1000,0.5268,-0.3168,62.3400,52.0024,10.3376,CAR ,2,6
1766066067.7618062,0.5200,-1.0000,0.5200,0.3376,0.1824,21.6400,26.0469,-4.4069,BALL,6,4
1766066067.8157003,0.2100,0.2100,1.0900,0.5245,-0.3145,62.3600,51.9203,10.4397,CAR ,2,6
1766066067.9053705,0.5100,-1.0000,0.5100,0.3354,0.1746,21.5100,26.0260,-4.5160,BALL,6,4
1766066067.9626079,0.5100,-1.0000,0.5100,0.3342,0.1758,21.5000,26.2004,-4.7004,BALL,6,4
1766066068.0133374,0.5100,-1.0000,0.5100,0.3330,0.1770,21.5800,26.2357,-4.6557,BALL,6,4
1766066068.0946538,0.2100,0.2100,1.0500,0.5193,-0.3093,62.7000,52.3897,10.3103,CAR ,2,6
1766066068.164224,0.5100,-1.0000,0.5100,0.3293,0.1807,21.4600,26.0416,-4.5816,BALL,6,4
1766066068.2414632,0.2100,0.2100,1.0400,0.5163,-0.3063,62.7000,52.4069,10.2931,CAR ,2,6
1766066068.304803,0.5000,-1.0000,0.5000,0.3253,0.1747,21.3500,26.0235,-4.6735,BALL,6,4
1766066068.3662322,0.5000,-1.0000,0.5000,0.3233,0.1767,21.3000,26.0746,-4.7746,BALL,6,4
1766066068.4254537,0.5000,-1.0000,0.5000,0.3211,0.1789,21.2400,26.1457,-4.9057,BALL,6,4
1766066068.4827857,0.2100,0.2100,0.9900,0.5094,-0.2994,63.0700,53.0432,10.0268,CAR ,2,6
1766066068.5390496,0.2100,0.2100,0.9700,0.5078,-0.2978,63.2600,53.3624,9.8976,CAR ,2,6
1766066068.595778,0.2100,0.2100,0.9800,0.5064,-0.2964,63.2600,53.2427,10.0173,CAR ,2,6
1766066068.6456418,0.2100,0.2100,0.9600,0.5050,-0.2950,63.4400,53.1697,10.2703,CAR ,2,6
1766066068.7100906,0.2000,0.2000,0.9600,0.5032,-0.3032,63.4100,53.2727,10.1373,CAR ,2,6
1766066068.8011355,0.5000,-1.0000,0.5000,0.3095,0.1905,21.1100,25.8222,-4.7122,BALL,6,4
1766066068.8624346,0.2000,0.2000,0.9600,0.4991,-0.2991,63.3700,52.9999,10.3701,CAR ,2,6
1766066068.9164636,0.2000,0.2000,0.9600,0.4977,-0.2977,63.3000,53.0019,10.2981,CAR ,2,6
1766066068.9757125,0.2100,0.2100,0.9600,0.4964,-0.2864,63.3100,53.2293,10.0807,CAR ,2,6
1766066069.0344336,0.2100,0.2100,0.9600,0.4948,-0.2848,63.3500,53.5533,9.7967,CAR ,2,6
1766066069.0976555,0.2000,0.2000,0.9500,0.4930,-0.2930,63.5000,53.7473,9.7527,CAR ,2,6
1766066069.1529713,0.2100,0.2100,0.9300,0.4916,-0.2816,63.7200,54.1145,9.6055,CAR ,2,6
1766066069.20586,0.2100,0.2100,0.9200,0.4903,-0.2803,63.8000,54.4999,9.3001,CAR ,2,6
1766066069.2600672,0.2100,0.2100,0.9100,0.4889,-0.2789,63.9500,54.7721,9.1779,CAR ,2,6
1766066069.311895,0.2100,0.2100,0.9000,0.4874,-0.2774,64.0800,54.8214,9.2586,CAR ,2,6
1766066069.3663876,0.2100,0.2100,0.8700,0.4860,-0.2760,64.2800,54.6962,9.5838,CAR ,2,6
1766066069.424798,0.2100,0.2100,0.8600,0.4845,-0.2745,64.2900,54.5135,9.7765,CAR ,2,6
1766066069.4892986,0.2100,0.2100,0.8500,0.4833,-0.2733,64.2500,54.3721,9.8779,CAR ,2,6
1766066069.540562,0.4800,-1.0000,0.4800,0.2896,0.1904,20.6400,25.6933,-5.0533,BALL,6,4
1766066069.5941103,0.2100,0.2100,0.8800,0.4809,-0.2709,64.0000,54.1011,9.8989,CAR ,2,6
1766066069.646996,0.2100,0.2100,0.8800,0.4796,-0.2696,63.9700,54.0877,9.8823,CAR ,2,6
1766066069.699983,0.2100,0.2100,0.8900,0.4783,-0.2683,63.9700,54.1717,9.7983,CAR ,2,6
1766066069.7544487,0.4600,-1.0000,0.4600,0.2834,0.1766,20.3600,25.5895,-5.2295,BALL,6,4
1766066069.8111885,0.2100,0.2100,0.8600,0.4766,-0.2666,64.3100,54.6522,9.6578,CAR ,2,6
1766066069.874961,0.4600,-1.0000,0.4600,0.2827,0.1773,20.4200,25.8936,-5.4736,BALL,6,4
1766066069.9340956,0.2100,0.2100,0.8400,0.4765,-0.2665,64.4400,54.7716,9.6684,CAR ,2,6
1766066069.9922583,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4600,25.9151,-5.4551,BALL,6,4
1766066070.042948,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4700,25.9048,-5.4348,BALL,6,4
1766066070.104565,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4600,25.9060,-5.4460,BALL,6,4
1766066070.158821,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4700,25.9035,-5.4335,BALL,6,4
1766066070.2220793,0.2100,0.2100,0.8300,0.4765,-0.2665,64.4200,54.7783,9.6417,CAR ,2,6
1766066070.3241081,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4700,25.9003,-5.4303,BALL,6,4
1766066070.3762195,0.4700,-1.0000,0.4700,0.2828,0.1872,20.4800,25.8825,-5.4025,BALL,6,4
1766066070.4323463,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4800,25.9080,-5.4280,BALL,6,4
1766066070.4889793,0.2100,0.2100,0.8300,0.4765,-0.2665,64.4200,54.7820,9.6380,CAR ,2,6
1766066070.543516,0.2100,0.2100,0.8300,0.4765,-0.2665,64.4100,54.7660,9.6440,CAR ,2,6
1766066070.599699,0.2100,0.2100,0.8300,0.4765,-0.2665,64.4400,54.7933,9.6467,CAR ,2,6
1766066070.6806684,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4700,25.8926,-5.4226,BALL,6,4
1766066070.7311096,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4700,25.9149,-5.4449,BALL,6,4
1766066070.8237557,0.2100,0.2100,0.8400,0.4765,-0.2665,64.3600,54.7769,9.5831,CAR ,2,6
1766066070.888752,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4700,25.9034,-5.4334,BALL,6,4
1766066070.9432325,0.2100,0.2100,0.8300,0.4765,-0.2665,64.3800,54.7448,9.6352,CAR ,2,6
1766066070.996796,0.2100,0.2100,0.8400,0.4765,-0.2665,64.3500,54.7869,9.5631,CAR ,2,6
1766066071.0582094,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4700,25.9061,-5.4361,BALL,6,4
1766066071.1420355,0.2100,0.2100,0.8300,0.4765,-0.2665,64.4000,54.7972,9.6028,CAR ,2,6
1766066071.2048457,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4700,25.9023,-5.4323,BALL,6,4
1766066071.2592926,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4700,25.9025,-5.4325,BALL,6,4
1766066071.3116999,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4700,25.9140,-5.4440,BALL,6,4
1766066071.3634117,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4800,25.9143,-5.4343,BALL,6,4
1766066071.4162545,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4800,25.9079,-5.4279,BALL,6,4
1766066071.5072436,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4900,25.9109,-5.4209,BALL,6,4
1766066071.5683644,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4800,25.8955,-5.4155,BALL,6,4
1766066071.6200874,0.2100,0.2100,0.8300,0.4765,-0.2665,64.3900,54.7941,9.5959,CAR ,2,6
1766066071.6771724,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4800,25.8587,-5.3787,BALL,6,4
1766066071.7409651,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4700,25.8515,-5.3815,BALL,6,4
1766066071.8364153,0.4700,-1.0000,0.4700,0.2827,0.1873,20.4700,25.9131,-5.4431,BALL,6,4
1766066071.8916895,0.2100,0.2100,0.8300,0.4765,-0.2665,64.3800,54.7625,9.6175,CAR ,2,6
1766066071.9548478,0.2100,0.2100,0.8300,0.4765,-0.2665,64.4000,54.7966,9.6034,CAR ,2,6
1766066072.0150554,0.2100,0.2100,0.8300,0.4765,-0.2665,64.3900,54.8029,9.5871,CAR ,2,6
1766066072.0706954,0.2100,0.2100,0.8400,0.4765,-0.2665,64.3800,54.8010,9.5790,CAR ,2,6
