Time,Vision_Dist,Vision_Geo,Vision_Width,Vicon_Dist,Dist_Err,Vision_Ang,Vicon_Ang,Ang_Err,Target_Type,Vision_Class,Cam_ID,Target_Global_Yaw,Robot_Speed
1766050574.626915,0.2800,0.2800,2.7000,2.0504,-1.7704,238.7100,-127.0931,5.8031,CAR ,2,2,1.59,0.001
1766050574.6848357,0.2800,0.2800,2.6300,2.0503,-1.7703,238.7700,-127.0984,5.8684,CAR ,2,2,1.55,0.001
1766050574.7396169,0.2800,0.2800,2.7100,2.0503,-1.7703,238.7000,-127.0801,5.7801,CAR ,2,2,1.58,0.000
1766050574.7909596,0.2800,0.2800,2.8100,2.0503,-1.7703,238.6200,-127.0828,5.7028,CAR ,2,2,1.59,0.000
1766050574.8502421,0.2800,0.2800,2.7400,2.0503,-1.7703,238.6800,-127.1108,5.7908,CAR ,2,2,1.59,0.000
1766050574.9225237,0.2800,0.2800,2.7800,2.0503,-1.7703,238.6400,-127.0984,5.7384,CAR ,2,2,1.58,0.000
1766050575.0145812,0.2800,0.2800,2.7200,2.0503,-1.7703,238.6900,-127.0861,5.7761,CAR ,2,2,1.58,0.000
1766050575.1220255,0.2800,0.2800,2.6300,2.0504,-1.7704,238.7700,-127.1017,5.8717,CAR ,2,2,1.58,0.000
1766050575.1907287,0.2800,0.2800,2.6800,2.0503,-1.7703,238.7300,-127.0934,5.8234,CAR ,2,2,1.58,0.000
1766050575.2412055,0.2900,0.2900,4.5100,2.0503,-1.7603,237.7500,-127.1025,4.8525,CAR ,2,2,1.58,0.001
1766050575.2980433,0.2800,0.2800,2.7200,2.0503,-1.7703,238.7000,-127.0889,5.7889,CAR ,2,2,1.59,0.000
1766050575.3556533,0.2800,0.2800,2.6400,2.0503,-1.7703,238.7600,-127.0964,5.8564,CAR ,2,2,1.58,0.001
1766050575.422866,0.2800,0.2800,2.6100,2.0504,-1.7704,238.7900,-127.1032,5.8932,CAR ,2,2,1.59,0.000
1766050575.5242798,0.2800,0.2800,2.6800,2.0503,-1.7703,238.7300,-127.0915,5.8215,CAR ,2,2,1.58,0.000
1766050575.621778,0.2800,0.2800,2.7400,2.0503,-1.7703,238.6800,-127.0823,5.7623,CAR ,2,2,1.57,0.000
1766050575.7171803,0.2800,0.2800,2.8200,2.0503,-1.7703,238.6100,-127.0908,5.7008,CAR ,2,2,1.58,0.000
1766050575.7706034,0.2800,0.2800,2.6700,2.0503,-1.7703,238.7300,-127.0840,5.8140,CAR ,2,2,1.56,0.001
1766050575.857648,0.2800,0.2800,2.6600,2.0504,-1.7704,238.7500,-127.0938,5.8438,CAR ,2,2,1.59,0.000
1766050575.9107604,0.2800,0.2800,2.6500,2.0504,-1.7704,238.7600,-127.0937,5.8537,CAR ,2,2,1.60,0.001
1766050576.013111,0.2800,0.2800,2.8300,2.0503,-1.7703,238.6000,-127.0978,5.6978,CAR ,2,2,1.58,0.000
1766050576.1125712,0.2800,0.2800,2.6600,2.0503,-1.7703,238.7500,-127.1021,5.8521,CAR ,2,2,1.58,0.001
1766050576.2120447,0.2800,0.2800,2.7500,2.0504,-1.7704,238.6700,-127.0874,5.7574,CAR ,2,2,1.59,0.000
1766050576.27917,0.2800,0.2800,2.7600,2.0503,-1.7703,238.6600,-127.0977,5.7577,CAR ,2,2,1.57,0.000
1766050576.409402,0.2800,0.2800,2.7300,2.0503,-1.7703,238.6900,-127.0805,5.7705,CAR ,2,2,1.58,0.000
1766050576.4650474,0.2800,0.2800,2.6400,2.0504,-1.7704,238.7700,-127.0756,5.8456,CAR ,2,2,1.58,0.001
1766050576.5233908,0.2800,0.2800,2.6100,2.0504,-1.7704,238.7900,-127.1039,5.8939,CAR ,2,2,1.57,0.001
1766050576.577494,0.2800,0.2800,2.7600,2.0503,-1.7703,238.6600,-127.0887,5.7487,CAR ,2,2,1.59,0.002
1766050576.6812596,0.2800,0.2800,2.7900,2.0503,-1.7703,238.6400,-127.1068,5.7468,CAR ,2,2,1.59,0.001
1766050576.793039,0.2800,0.2800,2.7300,2.0503,-1.7703,238.6900,-127.0974,5.7874,CAR ,2,2,1.58,0.000
1766050576.8961399,0.2800,0.2800,2.8400,2.0503,-1.7703,238.6000,-127.0800,5.6800,CAR ,2,2,1.58,0.000
1766050576.9479928,0.2800,0.2800,2.7400,2.0504,-1.7704,238.6800,-127.1010,5.7810,CAR ,2,2,1.59,0.001
1766050577.01456,0.2800,0.2800,2.7200,2.0503,-1.7703,238.7000,-127.0828,5.7828,CAR ,2,2,1.58,0.000
1766050577.0650368,0.2900,0.2900,4.1700,2.0493,-1.7593,237.8700,-127.0711,4.9411,CAR ,2,2,1.59,0.036
1766050577.1700644,0.3400,0.3400,4.5800,2.0311,-1.6911,237.7400,-128.3637,6.1037,CAR ,2,2,1.60,0.262
1766050577.6637712,0.3100,0.3100,10.2900,1.9210,-1.6110,211.1700,-141.5447,-7.2853,CAR ,2,0,1.58,0.398
1766050577.7743404,0.2700,0.2700,6.6900,1.8970,-1.6270,210.7200,-142.7158,-6.5642,CAR ,2,0,1.59,0.385
1766050577.8712018,0.3000,0.3000,4.6800,1.8762,-1.5762,210.3400,-143.8017,-5.8583,CAR ,2,0,1.57,0.389
1766050577.9714296,0.2700,0.2700,3.4200,1.8555,-1.5855,209.8100,-144.6864,-5.5036,CAR ,2,0,1.58,0.369
1766050578.074664,0.2800,0.2800,2.9000,1.8330,-1.5530,209.5300,-145.6540,-4.8160,CAR ,2,0,1.58,0.392
1766050578.1741815,0.2700,0.2700,2.6000,1.8120,-1.5420,209.2500,-146.7148,-4.0352,CAR ,2,0,1.58,0.389
1766050578.2704732,1.4100,0.2400,2.1900,1.7903,-0.3803,208.7200,-147.7817,-3.4983,CAR ,2,0,1.59,0.403
1766050578.371412,1.3000,0.2700,1.9900,1.7704,-0.4704,208.4600,-148.7647,-2.7753,CAR ,2,0,1.59,0.375
1766050578.4735565,1.1900,0.2700,1.8100,1.7509,-0.5609,208.1100,-149.7429,-2.1471,CAR ,2,0,1.57,0.369
1766050578.569089,1.1100,0.2800,1.6600,1.7314,-0.6214,207.5400,-150.5258,-1.9342,CAR ,2,0,1.58,0.379
1766050578.6759481,1.0900,0.2800,1.6200,1.7096,-0.6196,206.8500,-151.7568,-1.3932,CAR ,2,0,1.58,0.389
1766050578.775828,1.0900,0.2900,1.6300,1.6898,-0.5998,206.1500,-153.1583,-0.6917,CAR ,2,0,1.59,0.388
1766050578.8731422,1.0700,0.2900,1.5900,1.6710,-0.6010,205.0400,-154.2254,-0.7346,CAR ,2,0,1.59,0.373
1766050578.972333,1.0600,0.2800,1.5800,1.6508,-0.5908,204.2000,-155.0581,-0.7419,CAR ,2,0,1.58,0.383
1766050579.0736845,1.0200,0.2600,1.5300,1.6311,-0.6111,203.3100,-156.2445,-0.4455,CAR ,2,0,1.58,0.369
1766050579.173274,1.0400,0.2800,1.5400,1.6108,-0.5708,202.3800,-157.4320,-0.1880,CAR ,2,0,1.57,0.387
1766050579.2743258,1.0300,0.2900,1.5300,1.5907,-0.5607,201.5700,-158.4628,0.0328,CAR ,2,0,1.58,0.381
1766050579.3732586,1.0300,0.3000,1.5100,1.5712,-0.5412,200.6600,-159.6323,0.2923,CAR ,2,0,1.58,0.389
1766050579.4703214,1.0000,0.2800,1.4900,1.5522,-0.5522,199.6000,-160.8704,0.4704,CAR ,2,0,1.58,0.366
1766050579.5770383,1.0000,0.2900,1.4700,1.5313,-0.5313,198.4200,-162.5128,0.9328,CAR ,2,0,1.59,0.384
1766050579.6810331,1.0200,0.3000,1.4900,1.5110,-0.4910,197.2000,-163.7678,0.9678,CAR ,2,0,1.57,0.382
1766050579.7744563,0.9900,0.3000,1.4500,1.4932,-0.5032,196.2500,-164.5198,0.7698,CAR ,2,0,1.59,0.377
1766050579.879415,0.9900,0.3100,1.4400,1.4727,-0.4827,195.2600,-166.0161,1.2761,CAR ,2,0,1.58,0.385
1766050579.98317,0.9900,0.3100,1.4400,1.4522,-0.4622,194.1100,-167.3270,1.4370,CAR ,2,0,1.58,0.382
1766050580.08523,0.9700,0.3100,1.4200,1.4321,-0.4621,192.8400,-168.6669,1.5069,CAR ,2,0,1.59,0.378
1766050580.1742814,0.9500,0.3100,1.3800,1.4141,-0.4641,191.5400,-169.9518,1.4918,CAR ,2,0,1.57,0.389
1766050580.2718873,0.9300,0.3100,1.3500,1.3949,-0.4649,190.0500,-171.8891,1.9391,CAR ,2,0,1.57,0.409
1766050580.3734376,0.9200,0.3000,1.3400,1.3759,-0.4559,188.1800,-173.5360,1.7160,CAR ,2,0,1.57,0.392
1766050580.4733868,0.9000,0.2900,1.3100,1.3561,-0.4561,186.8900,-174.7566,1.6466,CAR ,2,0,1.59,0.400
1766050580.5687292,0.9000,0.2800,1.3100,1.3376,-0.4376,185.5900,-176.0483,1.6383,CAR ,2,0,1.59,0.384
1766050580.6225114,0.8900,0.2900,1.3000,1.3271,-0.4371,184.7800,-176.8112,1.5912,CAR ,2,0,1.59,0.405
1766050580.674017,0.8900,0.2800,1.3000,1.3178,-0.4278,183.9000,-177.4672,1.3672,CAR ,2,0,1.59,0.373
1766050580.724375,1.3700,-1.0000,1.3700,1.3488,0.0212,193.8400,-167.5729,1.4129,BALL,6,0,270.43,0.390
1766050580.7755847,1.3200,-1.0000,1.3200,1.3356,-0.0156,193.1900,-167.9763,1.1663,BALL,6,0,270.38,0.419
1766050580.8269703,0.8600,0.2900,1.2400,1.2889,-0.4289,182.2500,-179.4985,1.7485,CAR ,2,0,1.58,0.375
1766050580.8788471,0.8600,0.3000,1.2300,1.2794,-0.4194,181.6700,179.9590,1.7110,CAR ,2,0,1.58,0.361
1766050580.9533627,0.8500,0.3000,1.2100,1.2661,-0.4161,180.8900,179.2228,1.6672,CAR ,2,0,1.60,0.368
1766050581.054418,0.8200,0.2800,1.1900,1.2478,-0.4278,179.6600,177.6286,2.0314,CAR ,2,0,1.57,0.375
1766050581.1494048,0.8100,0.2900,1.1700,1.2304,-0.4204,178.1600,176.0989,2.0611,CAR ,2,0,1.58,0.378
1766050581.2119622,0.8200,0.2800,1.1700,1.2188,-0.3988,177.1000,175.0285,2.0715,CAR ,2,0,1.56,0.409
1766050581.3131776,0.8000,0.2800,1.1400,1.2001,-0.4001,175.3900,173.3683,2.0217,CAR ,2,0,1.58,0.382
1766050581.369181,0.8000,0.2900,1.1400,1.1903,-0.3903,174.8600,172.4041,2.4559,CAR ,2,0,1.57,0.382
1766050581.4234993,0.8000,0.2900,1.1300,1.1797,-0.3797,173.8800,171.5236,2.3564,CAR ,2,0,1.59,0.394
1766050581.48015,0.7900,0.2900,1.1200,1.1696,-0.3796,172.9200,170.7346,2.1854,CAR ,2,0,1.57,0.366
1766050581.5812495,0.7700,0.2900,1.0900,1.1516,-0.3816,171.0900,168.8573,2.2327,CAR ,2,0,1.58,0.393
1766050581.6739805,0.7700,0.2900,1.0800,1.1348,-0.3648,169.3400,166.8108,2.5292,CAR ,2,0,1.57,0.399
1766050581.7252977,0.7600,0.2900,1.0700,1.1257,-0.3657,168.3200,166.0420,2.2780,CAR ,2,0,1.58,0.376
1766050581.7812827,0.7600,0.3000,1.0600,1.1143,-0.3543,167.6500,164.9225,2.7275,CAR ,2,0,1.57,0.413
1766050581.8317997,0.7600,0.2900,1.0700,1.1051,-0.3451,166.9200,164.1430,2.7770,CAR ,2,0,1.60,0.388
1766050581.895709,0.7500,0.2900,1.0600,1.0940,-0.3440,166.1800,163.1664,3.0136,CAR ,2,0,1.56,0.363
1766050581.945524,1.0500,-1.0000,1.0500,1.0440,0.0060,178.3600,176.0597,2.3003,BALL,6,0,270.43,0.392
1766050581.9977002,0.7400,0.2900,1.0400,1.0756,-0.3356,164.5300,161.1364,3.3936,CAR ,2,0,1.57,0.406
1766050582.0565202,0.8300,-1.0000,0.8300,1.0158,-0.1858,115.6200,173.6954,-58.0754,BALL,6,6,270.41,0.402
1766050582.108116,0.7500,0.3000,1.0500,1.0568,-0.3068,162.8100,159.3226,3.4874,CAR ,2,0,1.58,0.375
1766050582.1641362,0.7400,0.3000,1.0400,1.0475,-0.3075,161.6600,158.4527,3.2073,CAR ,2,0,1.57,0.376
1766050582.228168,0.7300,0.3100,1.0100,1.0373,-0.3073,160.6900,157.3614,3.3286,CAR ,2,0,1.59,0.381
1766050582.286097,0.7300,-1.0000,0.7300,0.9606,-0.2306,114.8400,170.2937,-55.4537,BALL,6,6,270.41,0.396
1766050582.3759282,0.7200,0.3000,1.0000,1.0141,-0.2941,158.1900,154.4933,3.6967,CAR ,2,0,1.57,0.383
1766050582.4267428,0.7200,0.3000,0.9900,1.0060,-0.2860,157.5900,153.1796,4.4104,CAR ,2,0,1.60,0.368
1766050582.47695,0.9300,-1.0000,0.9300,0.9158,0.0142,168.7300,166.2971,2.4329,BALL,6,0,270.43,0.360
1766050582.5265121,0.9100,-1.0000,0.9100,0.9034,0.0066,168.1000,165.3228,2.7772,BALL,6,0,270.42,0.360
1766050582.5828378,0.7000,0.2900,0.9700,0.9787,-0.2787,154.3200,150.1249,4.1951,CAR ,2,0,1.58,0.331
1766050582.6721687,0.7100,0.2900,0.9900,0.9636,-0.2536,153.0400,148.7900,4.2500,CAR ,2,0,1.58,0.322
1766050582.7791846,0.7600,0.3100,1.0600,0.9447,-0.1847,152.6000,147.5746,5.0254,CAR ,2,0,1.59,0.287
1766050582.8763943,0.8000,0.3100,1.1300,0.9281,-0.1281,152.1800,146.3559,5.8241,CAR ,2,0,1.59,0.274
1766050582.9739413,0.8600,0.2900,1.2300,0.9125,-0.0525,151.6600,145.3393,6.3207,CAR ,2,0,1.60,0.255
1766050583.074306,0.3000,0.3000,1.3100,0.8961,-0.5961,151.3200,144.1837,7.1363,CAR ,2,0,1.58,0.243
1766050583.1267142,0.3000,0.3000,1.3600,0.8892,-0.5892,151.1900,143.6289,7.5611,CAR ,2,0,1.58,0.213
1766050583.1787643,0.3000,0.3000,1.4200,0.8804,-0.5804,150.9500,143.2645,7.6855,CAR ,2,0,1.58,0.231
1766050583.2734206,0.2900,0.2900,1.4800,0.8662,-0.5762,150.7700,142.4570,8.3130,CAR ,2,0,1.59,0.215
1766050583.374628,0.3000,0.3000,1.5800,0.8513,-0.5513,150.4500,141.4880,8.9620,CAR ,2,0,1.58,0.196
1766050583.477829,0.2900,0.2900,1.6500,0.8359,-0.5459,150.2600,140.5335,9.7265,CAR ,2,0,1.58,0.189
1766050583.5790265,0.2700,0.2700,1.9800,0.8223,-0.5523,149.5900,139.5431,10.0469,CAR ,2,0,1.60,0.181
1766050583.6290977,0.6800,-1.0000,0.6800,0.6837,-0.0037,157.4200,155.5903,1.8297,BALL,6,0,270.43,0.185
1766050583.712742,0.7500,0.7500,6.5500,0.8033,-0.0533,120.7700,137.9698,-17.1998,CAR ,2,6,1.59,0.181
1766050583.7646487,0.4500,0.4500,5.1300,0.7965,-0.3465,120.4700,137.6222,-17.1522,CAR ,2,6,1.56,0.165
1766050583.8180397,0.2500,0.2500,2.2700,0.7895,-0.5395,149.2200,137.0394,12.1806,CAR ,2,0,1.57,0.172
1766050583.8719337,0.2400,0.2400,2.6000,0.7829,-0.5429,148.8000,136.5591,12.2409,CAR ,2,0,1.58,0.153
1766050583.961028,0.3500,0.3500,3.0200,0.7717,-0.4217,119.5900,136.0007,-16.4107,CAR ,2,6,1.57,0.158
1766050584.0134635,0.3500,0.3500,2.9100,0.7652,-0.4152,119.5200,135.8635,-16.3435,CAR ,2,6,1.59,0.146
1766050584.0669675,0.3300,0.3300,2.6000,0.7589,-0.4289,119.2300,135.7078,-16.4778,CAR ,2,6,1.59,0.151
1766050584.1184533,0.6000,-1.0000,0.6000,0.6108,-0.0108,154.7300,152.6584,2.0716,BALL,6,0,270.43,0.136
1766050584.1824026,0.6000,-1.0000,0.6000,0.6017,-0.0017,154.7100,152.4529,2.2571,BALL,6,0,270.39,0.148
1766050584.2708697,0.3200,0.3200,2.2300,0.7355,-0.4155,118.8200,134.3426,-15.5226,CAR ,2,6,1.58,0.134
1766050584.3319633,0.6000,-1.0000,0.6000,0.5824,0.0176,154.6500,152.2275,2.4225,BALL,6,0,270.40,0.135
1766050584.4161272,0.3300,0.3300,1.9600,0.7200,-0.3900,118.4100,133.4662,-15.0562,CAR ,2,6,1.58,0.127
1766050584.4826007,0.6200,-1.0000,0.6200,0.5644,0.0556,154.5400,151.6299,2.9101,BALL,6,0,270.37,0.121
1766050584.563756,0.3200,0.3200,1.8000,0.7048,-0.3848,118.0900,133.0845,-14.9945,CAR ,2,6,1.59,0.117
1766050584.6300354,0.6000,-1.0000,0.6000,0.5472,0.0528,154.6700,151.5413,3.1287,BALL,6,0,270.42,0.120
1766050584.6823313,0.6100,-1.0000,0.6100,0.5411,0.0689,154.5500,151.4229,3.1271,BALL,6,0,270.42,0.121
1766050584.7634768,0.3300,0.3300,1.6300,0.6853,-0.3553,117.6900,132.4023,-14.7123,CAR ,2,6,1.56,0.096
1766050584.8131661,0.6000,-1.0000,0.6000,0.5280,0.0720,154.6800,151.0899,3.5901,BALL,6,0,270.42,0.107
1766050584.8676243,0.3200,0.3200,1.5500,0.6754,-0.3554,117.4000,132.1504,-14.7504,CAR ,2,6,1.60,0.099
1766050584.9719894,0.3200,0.3200,1.4700,0.6654,-0.3454,117.2000,130.9283,-13.7283,CAR ,2,6,1.58,0.112
1766050585.0236256,0.6000,-1.0000,0.6000,0.5062,0.0938,154.6100,150.3495,4.2605,BALL,6,0,270.41,0.098
1766050585.0744555,0.6100,-1.0000,0.6100,0.5014,0.1086,154.4800,150.6022,3.8778,BALL,6,0,270.41,0.098
1766050585.1653218,0.3100,0.3100,1.3000,0.6503,-0.3403,116.5500,129.8460,-13.2960,CAR ,2,6,1.60,0.084
1766050585.227659,0.6200,-1.0000,0.6200,0.4884,0.1316,154.3900,149.8807,4.5093,BALL,6,0,270.39,0.089
1766050585.2799728,0.6300,-1.0000,0.6300,0.4837,0.1463,154.2900,149.8768,4.4132,BALL,6,0,270.41,0.092
1766050585.3605506,0.3100,0.3100,1.1800,0.6339,-0.3239,116.0200,129.2439,-13.2239,CAR ,2,6,1.59,0.100
1766050585.4231422,0.6200,-1.0000,0.6200,0.4704,0.1496,154.3400,149.2676,5.0724,BALL,6,0,270.43,0.086
1766050585.4781666,0.6300,-1.0000,0.6300,0.4658,0.1642,154.2800,149.2221,5.0579,BALL,6,0,270.44,0.087
1766050585.5614357,0.3100,0.3100,1.0800,0.6201,-0.3101,115.4600,128.2432,-12.7832,CAR ,2,6,1.59,0.075
1766050585.616711,0.6300,-1.0000,0.6300,0.4564,0.1736,154.2800,148.7675,5.5125,BALL,6,0,270.43,0.059
1766050585.6671479,0.3100,0.3100,1.0400,0.6139,-0.3039,115.1400,127.9024,-12.7624,CAR ,2,6,1.60,0.069
1766050585.71879,0.6300,-1.0000,0.6300,0.4493,0.1807,154.2800,149.1183,5.1617,BALL,6,0,270.38,0.070
1766050585.7750084,0.6200,-1.0000,0.6200,0.4444,0.1756,154.4900,149.2879,5.2021,BALL,6,0,270.42,0.088
1766050585.8650844,0.3100,0.3100,1.0100,0.6005,-0.2905,115.0100,127.4534,-12.4434,CAR ,2,6,1.58,0.068
1766050585.9252648,0.6100,-1.0000,0.6100,0.4341,0.1759,154.5500,149.0508,5.4992,BALL,6,0,270.42,0.071
1766050585.985204,0.6000,-1.0000,0.6000,0.4298,0.1702,154.6000,149.2680,5.3320,BALL,6,0,270.42,0.072
1766050586.0701447,0.3000,0.3000,0.9600,0.5878,-0.2878,114.5700,126.8723,-12.3023,CAR ,2,6,1.58,0.073
1766050586.1254556,0.6000,-1.0000,0.6000,0.4198,0.1802,154.6500,149.0701,5.5799,BALL,6,0,270.41,0.071
1766050586.1800075,0.6100,-1.0000,0.6100,0.4165,0.1935,154.5800,148.8429,5.7371,BALL,6,0,270.40,0.060
1766050586.2734385,0.3000,0.3000,0.9100,0.5769,-0.2769,114.1800,126.6161,-12.4361,CAR ,2,6,1.59,0.056
1766050586.3270426,0.6000,-1.0000,0.6000,0.4078,0.1922,154.7600,148.8087,5.9513,BALL,6,0,270.42,0.066
1766050586.3839078,0.6000,-1.0000,0.6000,0.4051,0.1949,154.7900,148.7892,6.0008,BALL,6,0,270.40,0.048
1766050586.439503,0.3000,0.3000,0.8800,0.5683,-0.2683,113.8900,126.3725,-12.4825,CAR ,2,6,1.59,0.048
1766050586.503778,0.3000,0.3000,0.8700,0.5656,-0.2656,113.8100,126.0509,-12.2409,CAR ,2,6,1.59,0.048
1766050586.5559258,0.3100,0.3100,0.8600,0.5629,-0.2529,113.7700,126.1027,-12.3327,CAR ,2,6,1.56,0.061
1766050586.6080382,0.3100,0.3100,0.8600,0.5605,-0.2505,113.7500,126.1712,-12.4212,CAR ,2,6,1.59,0.054
1766050586.6622832,0.3100,0.3100,0.8500,0.5572,-0.2472,113.6700,125.8745,-12.2045,CAR ,2,6,1.59,0.070
1766050586.7129395,0.3100,0.3100,0.8500,0.5548,-0.2448,113.6100,125.2611,-11.6511,CAR ,2,6,1.60,0.053
1766050586.7705286,0.3100,0.3100,0.8300,0.5522,-0.2422,113.3400,124.9980,-11.6580,CAR ,2,6,1.59,0.050
1766050586.8259418,0.3100,0.3100,0.8200,0.5503,-0.2403,113.2200,125.0217,-11.8017,CAR ,2,6,1.60,0.044
1766050586.877782,0.5900,-1.0000,0.5900,0.3795,0.2105,154.8800,148.8627,6.0173,BALL,6,0,270.43,0.047
1766050586.936712,0.3000,0.3000,0.8000,0.5457,-0.2457,113.1200,124.7480,-11.6280,CAR ,2,6,1.59,0.050
1766050586.9951394,0.3000,0.3000,0.8000,0.5431,-0.2431,113.0700,124.6623,-11.5923,CAR ,2,6,1.58,0.050
1766050587.0750391,0.5800,-1.0000,0.5800,0.3696,0.2104,155.2300,148.1694,7.0606,BALL,6,0,270.39,0.051
1766050587.168632,0.3000,0.3000,0.7700,0.5362,-0.2362,112.5300,124.3018,-11.7718,CAR ,2,6,1.60,0.038
1766050587.227412,0.3000,0.3000,0.7600,0.5346,-0.2346,112.4600,124.4717,-12.0117,CAR ,2,6,1.60,0.032
1766050587.2810447,0.5700,-1.0000,0.5700,0.3624,0.2076,155.4500,148.8102,6.6398,BALL,6,0,270.39,0.033
1766050587.335811,0.3000,0.3000,0.7700,0.5309,-0.2309,112.6500,124.6805,-12.0305,CAR ,2,6,1.60,0.039
1766050587.4038198,0.5600,-1.0000,0.5600,0.3573,0.2027,155.6400,149.0605,6.5795,BALL,6,0,270.42,0.043
1766050587.483844,0.2900,0.2900,0.7600,0.5248,-0.2348,112.6100,124.7089,-12.0989,CAR ,2,6,1.58,0.044
1766050587.5374737,0.2900,0.2900,0.7600,0.5234,-0.2334,112.4700,123.9852,-11.5152,CAR ,2,6,1.58,0.028
1766050587.5902884,0.3000,0.3000,0.7500,0.5217,-0.2217,112.3300,123.7425,-11.4125,CAR ,2,6,1.60,0.032
1766050587.6466775,0.5500,-1.0000,0.5500,0.3489,0.2011,155.5300,148.6090,6.9210,BALL,6,0,270.40,0.033
1766050587.7020624,0.5500,-1.0000,0.5500,0.3473,0.2027,155.5500,148.6726,6.8774,BALL,6,0,270.43,0.028
1766050587.7863643,0.2900,0.2900,0.7300,0.5165,-0.2265,112.1400,123.6450,-11.5050,CAR ,2,6,1.58,0.033
1766050587.8419435,0.2900,0.2900,0.7300,0.5143,-0.2243,112.0900,123.9041,-11.8141,CAR ,2,6,1.56,0.045
1766050587.8969603,0.2900,0.2900,0.7300,0.5123,-0.2223,112.0300,123.4162,-11.3862,CAR ,2,6,1.60,0.045
1766050587.9509025,0.5500,-1.0000,0.5500,0.3373,0.2127,155.6500,148.2072,7.4428,BALL,6,0,270.42,0.047
1766050588.0029604,0.5400,0.3000,0.7000,0.5083,0.0317,111.7100,122.5990,-10.8890,CAR ,2,6,1.57,0.039
1766050588.0674837,0.5300,0.3000,0.6900,0.5065,0.0235,111.5100,122.5022,-10.9922,CAR ,2,6,1.59,0.029
1766050588.1272087,0.5300,0.3000,0.6900,0.5051,0.0249,111.4600,122.4444,-10.9844,CAR ,2,6,1.57,0.024
1766050588.2051992,0.5400,-1.0000,0.5400,0.3303,0.2097,155.7500,148.5682,7.1818,BALL,6,0,270.40,0.024
1766050588.283003,0.5300,0.3000,0.6800,0.5019,0.0281,111.3900,122.4900,-11.1000,CAR ,2,6,1.58,0.027
1766050588.3357303,0.5200,0.3000,0.6800,0.5007,0.0193,111.3600,122.4139,-11.0539,CAR ,2,6,1.58,0.029
1766050588.3880773,0.5200,0.3000,0.6800,0.4993,0.0207,111.3200,122.3670,-11.0470,CAR ,2,6,1.58,0.032
1766050588.4500992,0.5300,-1.0000,0.5300,0.3232,0.2068,155.8800,148.1778,7.7022,BALL,6,0,270.41,0.031
1766050588.511459,0.5300,-1.0000,0.5300,0.3213,0.2087,155.9000,148.2196,7.6804,BALL,6,0,270.38,0.032
1766050588.5904129,0.5200,0.2900,0.6700,0.4934,0.0266,110.8400,121.9970,-11.1570,CAR ,2,6,1.57,0.030
1766050588.6499856,0.5200,-1.0000,0.5200,0.3176,0.2024,156.0600,148.3292,7.7308,BALL,6,0,270.37,0.024
1766050588.710448,0.5200,-1.0000,0.5200,0.3157,0.2043,156.1400,148.2213,7.9187,BALL,6,0,270.44,0.031
1766050588.7880924,0.5100,0.2900,0.6600,0.4893,0.0207,110.5400,121.7841,-11.2441,CAR ,2,6,1.58,0.027
1766050588.842597,0.5100,0.2900,0.6600,0.4884,0.0216,110.4000,121.8326,-11.4326,CAR ,2,6,1.58,0.024
